affix,word,sense,meaning,Affix,Source Word,Source Word Count,Derived Word,Derived word count,word_y
ness,roughness,property,"# the property of being [[rough]], [[coarseness]].",ness,rough,34345,roughness,1435,132
ness,rigorousness,property,"# the property of being [[rigorous]], [[strictness]].",ness,rigorous,9887,rigorousness,33,132
ness,sacredness,property,# the property of being [[sacred]].,ness,sacred,47457,sacredness,342,132
ness,savoriness,property,# the property of being [[savory]].,ness,savory,1336,savoriness,9,132
ness,surliness,property,# the property of being [[surly]].,ness,surly,486,surliness,14,132
ness,sunniness,property,# the property of being [[sunny]].,ness,sunny,12569,sunniness,14,132
ness,touchiness,property,# the property of being [[touchy]],ness,touchy,310,touchiness,18,132
ness,safeness,property,# the property of being [[safe]].,ness,safe,65947,safeness,35,132
ness,scarceness,property,# the property of being [[scarce]].,ness,scarce,8674,scarceness,19,132
ness,scaliness,property,# the property of being [[scaly]] or of having [[scale]]s.,ness,scaly,1565,scaliness,6,132
ness,seaworthiness,property,# {{lb|en|nautical}} the property of a [[watercraft]] that makes it fit to go to sea.,ness,seaworthy,783,seaworthiness,347,132
ness,savageness,property,# the property of being [[savage]] or behaving [[savage]]ly.,ness,savage,21331,savageness,21,132
ness,sauciness,property,# the property of being [[saucy]],ness,saucy,607,sauciness,19,132
ness,sappiness,property,# the property of being [[sappy]].,ness,sappy,359,sappiness,23,132
ness,saltiness,property,"# the property of being, or tasting, [[salty]].",ness,salty,2929,saltiness,120,132
ness,saintliness,property,# the property of being [[saintly]].,ness,saintly,1066,saintliness,92,132
er,launcher,device,# one who or that which [[launch]]es. a device that throws something or the person who initiates a launch.,er,launch,98793,launcher,5533,124
er,broiler,device,# {{lb|en|cookware}} a device used to [[broil]] food; part of an oven or a small [[stove]]; a [[grill]].,er,broil,79,broiler,509,124
er,labeler,device,# a person or device that produces or [[affix]]es labels.,er,label,169129,labeler,33,124
er,keyer,device,# a [[device]] for [[signal]]ling by pressing [[key]]s or [[switch]]es.,er,key,200706,keyer,49,124
er,inverter,device,# {{lb|en|electricity}} a [[device]] that [[convert]]s [[direct current]] into [[alternating current]],er,invert,714,inverter,1203,124
er,inker,device,# a person or [[device]] that applies ink.,er,ink,15473,inker,913,124
er,diffuser,device,# a device designed to [[diffuse]] a scent efficiently.,er,diffuse,4707,diffuser,760,124
er,dibbler,device,# a [[dibble]] (device for making holes in which to plant seeds).,er,dibble,726,dibbler,70,124
er,descender,device,# a [[belay]] device used in rock climbing,er,descend,6957,descender,196,124
er,buzzer,device,# a [[device]] that makes a [[buzz]]ing sound.,er,buzz,9810,buzzer,2066,124
er,burner,device,# {{lb|en|chemistry}} a device that generates localized heat for experiments; a [[bunsen burner]].,er,burn,27271,burner,2624,124
er,viewer,device,# any [[optical]] [[device]] used to view [[photographic]] [[slide]]s.,er,view,187817,viewer,16541,124
er,boiler,device,"# a device consisting of a heat source and a [[tank]] for storing hot water, typically for [[space heating]], [[domestic hot water]] etc., disregarding the source of heat.",er,boil,2369,boiler,13040,124
er,blaster,device,"# a device to [[detonate]] an [[explosive]], often consisting of a box with a handle to be pressed down.",er,blast,20436,blaster,2534,124
er,bender,device,# a [[device]] to aid [[bending]] of [[pipes]] to a specific [[angle]].,er,bend,23108,bender,5170,124
er,beeper,device,# a [[pager]] (device).,er,beep,990,beeper,155,124
er,backspacer,device,"#*: all have automatic '''backspacers''' and shift keys, and some have special devices for controlling touch pressure, and special mechanisms for expansion of space between the cylinder roller and the platen when doing multiple copy work.",er,backspace,175,backspacer,80,124
er,multiplier,device,# {{lb|en|physics}} any of several [[device]]s used to enhance a [[signal]],er,multiply,3341,multiplier,2578,124
er,typewriter,device,"# a device, at least partially mechanical, used to print text by pressing keys that cause [[type]] to be impressed through an inked ribbon onto paper.",er,typewrite,2,typewriter,3237,124
er,bobber,device,# {{lb|en|fishing}} a [[buoyant]] device (frequently made of [[cork]]) attached to a [[line]] so as to suspend the end of the line with the [[hook]] (and [[bait]] or [[lure]]) above the bottom.,er,bob,105609,bobber,51,124
er,capper,device,"# a device or person that applies caps, as to bullets or bottles.",er,cap,48826,capper,680,124
er,massager,device,# an [[instrument]] or [[device]] designed to [[massage]] the body.,er,massage,4029,massager,44,124
er,lighter,device,"# a small, reusable [[handheld]] device for creating [[fire]], especially for lighting cigarettes.",er,light,345967,lighter,21843,124
er,faller,device,"# {{lb|en|engineering}} a part which acts by falling, such as a [[stamp]] in a fulling mill, or the device in a spinning machine to arrest motion when a [[thread]] breaks.",er,fall,194654,faller,343,124
er,mixer,device,# a device for combining hot and cold water before it emerges from a single [[spout]] or [[shower head]].,er,mix,59443,mixer,3651,124
er,duplexer,device,# {{lb|en|electronics}} a [[device]] that enables communication in two directions over a single path.,er,duplex,3273,duplexer,76,124
er,descrambler,device,# something that [[descramble]]s; a [[device]] for [[decode|decoding]] a [[scramble]]d [[signal]].,er,descramble,16,descrambler,50,124
er,hemmer,device,"# a [[device]], attached to a [[sewing machine]], that turns over the [[edge]] of a [[fabric]] before [[stitch]]ing it down",er,hem,1726,hemmer,189,124
er,hailer,device,"# a person who or a device which [[call]]s, [[summon]]s loudly, or [[hail]]s.",er,hail,8337,hailer,66,124
er,flasher,device,"# anything that [[flash]]es, especially a [[device]] that [[switch]]es a [[light]] on and off.",er,flash,35270,flasher,301,124
er,flanger,device,# {{lb|en|music}} an electronic device or software that alters the [[sound]] of an [[instrument]] by combining out-of-phase copies of its original sound.,er,flange,1419,flanger,161,124
er,filterer,device,"# a person who, or device that, [[filter]]s",er,filter,20743,filterer,8,124
er,upsetter,device,# a person or device that turns something [[upside down]].,er,upset,27987,upsetter,71,124
er,encrypter,device,"# a thing, such as an algorithm, a program, or a device, that [[encrypt]]s.",er,encrypt,854,encrypter,10,124
er,embellisher,device,# a machine or device used to [[embellish]].,er,embellish,543,embellisher,7,124
er,dryer,device,"# any other device, household or industrial, designed to remove water, or humidity.",er,dry,81882,dryer,1813,124
er,pager,device,# a [[wireless]] [[telecommunications]] [[device]] that [[receive]]s text or voice [[message]]s.,er,page,122548,pager,552,124
er,fader,device,# a device used to control sound [[volume]].,er,fade,6275,fader,767,124
er,igniter,device,"# any device that is used to [[ignite]] something, especially a [[fuel]] [[mixture]], or a [[charge]] of [[explosive]]",er,ignite,2901,igniter,279,124
er,indenter,device,# a device or program that [[indent]]s,er,indent,269,indenter,81,124
er,inhaler,device,"# {{lb|en|medicine}} a device with a [[canister]] holding [[medicine]] (either in [[powder]] or [[gas]] form) which is sprayed and inhaled by the patient, often for treating [[asthma]] and other [[respiratory]] diseases.",er,inhale,593,inhaler,394,124
er,popper,device,# a device that [[pop]]s [[kernel]]s of [[corn]] to produce [[popcorn]].,er,pop,148249,popper,1834,124
er,pointer,device,# a [[needle]]-like component of a [[timepiece]] or measuring device that indicates the time or the current [[reading]] of the device.,er,point,517017,pointer,6784,124
er,plunger,device,# a device that is used to remove [[blockage]]s from a [[toilet]] or [[sink]] by suction.,er,plunge,2703,plunger,1071,124
er,plater,device,# {{lb|en|biology}} a device for [[deposit]]ing [[cell]]s on a [[plate]].,er,plate,55844,plater,710,124
er,pinger,device,"# a device that emits a short, high-pitched sound burst, such as in [[sonar]] or other [[echo]] [[locate|location]] systems.",er,ping,11536,pinger,71,124
er,charbroiler,device,# a [[device]] for [[charbroil]]ing; a [[chargrill]].,er,charbroil,18,charbroiler,18,124
er,clapper,device,"# a wooden mechanical device used as a [[scarecrow]]; bird-scaring [[rattle]], a wind-rattle or a wind-clapper.",er,clap,1924,clapper,1012,124
er,demultiplexer,device,# {{lb|en|computing|electronics}} a [[device]] or piece of [[software]] used to [[separate]] [[signal]]s that were previously [[combined]] using a [[multiplexer]].,er,demultiplex,10,demultiplexer,59,124
er,seeder,device,# {{lb|en|agriculture}} a device used to [[plant]] [[seed]]s; a [[seed drill]],er,seed,53016,seeder,99,124
er,tumbler,device,"# a rotating device for smoothing and polishing rough objects, placed inside it, on relatively small parts.",er,tumble,1532,tumbler,809,124
er,heater,device,"# a device that produces and radiates [[heat]], typically to raise the temperature of a room or building.",er,heat,95447,heater,3025,124
er,trier,device,#*: the judge should grasp the butter '''trier''' firmly in hand and insert the sampling device as near as possible to the center of the butter sample.,er,try,91973,trier,5976,124
er,snuffer,device,# a device made to [[extinguish]] (snuff out) a [[candle]] ([[candlesnuffer]]).,er,snuff,1862,snuffer,60,124
er,skimmer,device,# a device that [[skim]]s.,er,skim,539,skimmer,539,124
er,singer,device,"# a person who, or device which, [[singe]]s.",er,sing,48092,singer,218294,124
er,silencer,device,## any of various devices to silence the humming noise of [[telegraph]] [[wire]]s.,er,silence,21123,silencer,701,124
er,scrubber,device,# a device that removes [[impurity|impurities]] from gases,er,scrub,7269,scrubber,459,124
er,deinterlacer,device,"# a [[device]], [[algorithm]], etc. that [[deinterlace]]s.",er,deinterlace,10,deinterlacer,7,124
er,replayer,device,"# one who, or that which, [[replay]]s; a person or device carrying out [[playback]].",er,replay,12430,replayer,8,124
er,reamer,device,# a device for rendering [[citrus]] juice.,er,ream,663,reamer,282,124
er,reacher,device,# a device used to reach something.,er,reach,141620,reacher,633,124
er,rammer,device,# a device used to [[ram]]; a [[ramrod]].,er,ram,44700,rammer,156,124
er,soother,device,"# {{lb|en|canada, ireland}} a plastic device that goes into a baby’s mouth, used to calm and quiet the baby.",er,sooth,97,soother,16,124
er,spacer,device,# {{lb|en|medicine}} a type of add-on device used by an asthmatic person to increase the effectiveness of a [[metered-dose inhaler]].,er,space,320763,spacer,906,124
er,sequencer,device,"# any [[device]] that [[activate]]s or [[deactivate]]s the [[component]]s of a [[machine]] or [[system]] according to a preplanned [[sequence]] (as in a washing machine, or central heating system).",er,sequence,77677,sequencer,1217,124
er,ionizer,device,# a device that [[ionize]]s,er,ionize,363,ionizer,34,124
er,multiplexer,device,# a device that [[interleave|interleaves]] several activities; a switching device.,er,multiplex,3718,multiplexer,339,124
er,nebulizer,device,"# a device used to convert [[liquid]] into a fine [[spray]] of [[aerosol]]s, by means of [[oxygen]], [[compressed air]], or [[ultrasonic]] vibration; sometimes also referred to as an [[atomizer]].",er,nebulize,7,nebulizer,117,124
er,pasteurizer,device,# a [[machine]] or [[device]] for [[pasteurize|pasteurizing]] something (e.g. milk).,er,pasteurize,35,pasteurizer,11,124
er,upender,device,# a [[mechanical]] [[device]] for [[rotate|rotating]] [[goods]] into another [[orientation]].,er,upend,88,upender,8,124
er,tweener,device,"# {{lb|en|computing}} a computing device that is smaller than a traditional [[laptop]], but larger than a [[pda]].",er,tween,528,tweener,125,124
